总偏振度_P_weighted,线偏振度_P_lin_weighted,圆偏振度_绝对值_P_circ_weighted,水平偏振度_P_horiz_weighted,垂直偏振度_P_vert_weighted
1.0000000015434438,0.999888568221147,0.0004923956944267935,0.0013376943510298022,0.9986623064230123
