总偏振度_P_weighted,线偏振度_P_lin_weighted,圆偏振度_绝对值_P_circ_weighted,水平偏振度_P_horiz_weighted,垂直偏振度_P_vert_weighted
1.0000000006564151,0.9999996263666373,0.00014763639032482556,0.9999996232565034,3.77071703971601e-07
