总偏振度_P,线偏振度_P_lin,圆偏振度_P_circ_abs,水平偏振度_P_horiz,垂直偏振度_P_vert
0.9999999790891969,0.9800391116240853,0.13114453061747658,0.9784063900698363,0.02159359970333572
