总偏振度_P_weighted,线偏振度_P_lin_weighted,圆偏振度_绝对值_P_circ_weighted,水平偏振度_P_horiz_weighted,垂直偏振度_P_vert_weighted
1.0000000000000147,0.9999999999999255,1.2506951730900703e-08,0.999999999999918,8.933827779943315e-14
