总偏振度_P_weighted,线偏振度_P_lin_weighted,圆偏振度_绝对值_P_circ_weighted,水平偏振度_P_horiz_weighted,垂直偏振度_P_vert_weighted
1.0000000099437842,0.9999973471175285,0.0004071954744372852,2.6728013524718705e-06,0.9999973321703508
