总偏振度_P,线偏振度_P_lin,圆偏振度_P_circ_abs,水平偏振度_P_horiz,垂直偏振度_P_vert
1.0000000043944544,0.7904423664724884,0.5620019335484222,0.7767872083828626,0.2232128019345328
