总偏振度_P,线偏振度_P_lin,圆偏振度_P_circ_abs,水平偏振度_P_horiz,垂直偏振度_P_vert
0.9999999868518564,0.9998945891656178,0.010180989913972795,0.9998971121739747,0.00010288125863060115
