总偏振度_P_weighted,线偏振度_P_lin_weighted,圆偏振度_绝对值_P_circ_weighted,水平偏振度_P_horiz_weighted,垂直偏振度_P_vert_weighted
0.9999999942744051,0.9529975903542733,0.14130435517926473,0.7320102939047343,0.2679897033735292
