总偏振度_P_weighted,线偏振度_P_lin_weighted,圆偏振度_绝对值_P_circ_weighted,水平偏振度_P_horiz_weighted,垂直偏振度_P_vert_weighted
0.9999999919520728,0.9965405642703006,0.016218365003554242,0.9960519609997046,0.003948034980926627
