总偏振度_P_weighted,线偏振度_P_lin_weighted,圆偏振度_绝对值_P_circ_weighted,水平偏振度_P_horiz_weighted,垂直偏振度_P_vert_weighted
0.9999999997993944,0.9999013014109036,0.005316577912363877,0.0002721919739036377,0.9997278079226907
