总偏振度_P_weighted,线偏振度_P_lin_weighted,圆偏振度_绝对值_P_circ_weighted,水平偏振度_P_horiz_weighted,垂直偏振度_P_vert_weighted
0.9999999998835043,0.9999993530192247,3.440375015147565e-05,0.99999253795874,7.461983009349872e-06
