总偏振度_P,线偏振度_P_lin,圆偏振度_P_circ_abs,水平偏振度_P_horiz,垂直偏振度_P_vert
0.9999999863104536,0.898850900318143,0.4018683821052063,0.8875363741071135,0.11246361236229394
