x_min,x_max,1e_width(um),z_left(um),z_right(um),total_density,ek_total_full,energy_variance_full,energy_mean_full,ek_total_1e,energy_variance_1e,energy_mean_1e,ne_total_full,ne_mean_full,ne_var_full,ne_total_1e,ne_mean_1e,ne_var_1e,ed_total_full,ed_mean_full,ed_var_full,ed_total_1e,ed_mean_1e,ed_var_1e
12.0,20.0,15.984,-7.992000000000001,7.991999999999999,502139420.7122835,9.430976874207237e-05,6.61338237081568e-26,1.2574635832276317e-13,9.430976874207237e-05,6.61338237081568e-26,1.2574635832276317e-13,502139420.7122884,0.6695192276163845,0.9432122716987698,502139420.7122884,0.6695192276163845,0.9432122716987698,6.95397382284935e-05,9.271965097132467e-14,9.649409768111977e-26,6.95397382284935e-05,9.271965097132467e-14,9.649409768111977e-26
20.0,24.0,12.179795795795796,-6.088,6.091795795795796,110745203.8472218,4.840949384522072e-05,1.7623156863790266e-25,1.6941205195177855e-13,4.4056103690187756e-05,2.1088658260258265e-25,2.0233214013032772e-13,122015405.01847313,0.4270005424968439,0.7237135752680884,110745203.84722126,0.5086086200711452,0.8475264747093868,3.870014761840542e-05,1.3543358746598572e-13,3.3216152679711953e-25,3.6623459964684665e-05,1.6819696734285685e-13,4.185956008914782e-25
