总偏振度_P_weighted,线偏振度_P_lin_weighted,圆偏振度_绝对值_P_circ_weighted,水平偏振度_P_horiz_weighted,垂直偏振度_P_vert_weighted
0.9999999636730886,0.003923795724757653,0.9999901508527231,0.4984333187841654,0.5015666737260009
