总偏振度_P_weighted,线偏振度_P_lin_weighted,圆偏振度_绝对值_P_circ_weighted,水平偏振度_P_horiz_weighted,垂直偏振度_P_vert_weighted
1.000000063727212,1.000000063727212,5.5159665168659195e-09,0.5,0.5
