总偏振度_P,线偏振度_P_lin,圆偏振度_P_circ_abs,水平偏振度_P_horiz,垂直偏振度_P_vert
0.9999999604389371,0.6040694162741713,0.7153233058438457,0.5280798406829669,0.47192014442985514
